recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
에어프라이어 토르티야 칩을 곁들인 핫 빈 앤 베이컨 딥,나초,나초,"게임 데이, 포트럭, 또는 모임에 완벽한 딥입니다. 에어프라이된 토르티야 칩과 함께 제공합니다. 남은 것들은 밀가루 토르티야에 싸서 콩과 치즈 부리토로, 또는 옥수수 토르티야에 싸서 빠른 타코로 즐길 수 있습니다.","[""아보카도유 분무"", ""½파운드 베이컨"", ""½컵 다진 양파"", ""1캔(4온스) 다진 그린 칠레(Ortega®와 같은)"", ""2쪽 마늘, 다지기"", ""1캔(29온스) 핀토 콩, 물을 포함한"", ""½컵 닭 국물"", ""1작은술 칠리 파우더"", ""2큰술 크림 치즈"", ""맛에 따라 소금과 간 검은 후추"", ""1컵 채썬 샤프 체다 치즈"", ""1컵 채썬 페퍼 잭 치즈"", ""12개(6인치) 옥수수 토르티야""]","[""오븐을 350도 F(175도 C)로 예열합니다. 8x8인치 베이킹 접시에 가볍게 분무합니다."", ""베이컨을 큰 팬에 놓고 중불에서 익히되 가끔 뒤집으면서 약 10분간 갈색으로 익힙니다. 베이컨을 종이 타월에 기름기를 빼고 식힙니다. 한 번 식으면 부숴집니다."", ""같은 팬에서 양파를 볶기하여 투명해질 때까지, 4~5분간 익힙니다. 그린 칠레와 마늘을 넣고 2분 더 익힙니다. 핀토 콩을 넣고 끓입니다. 닭 국물과 칠리 파우더를 저어줍니다. 불을 줄이고 콩을 으깹니다. 약간 걸쭉해질 때까지 약불로 끓이기합니다(5~6분). 크림 치즈를 넣고 녹을 때까지 저어줍니다. 약간 걸쭉해질 때까지 약불로 끓이기합니다(5~6분). 베이컨을 넣고 잘 섞일 때까지 저어줍니다. 소금과 후추로 간합니다."", ""콩 혼합물 절반, 페퍼 잭 ½컵, 체다 치즈 ½컵을 준비된 베이킹 접시에 켜켜이 놓습니다. 층을 반복합니다."", ""덮은 상태로 예열된 오븐에서 15분간 굽습니다. 뚜껑을 열고 치즈가 녹거나 살짝 갈색으로 변할 때까지 5~7분 더 굽습니다."", ""그 사이에 제조사의 지시에 따라 에어프라이어를 350도 F(175도 C)로 예열합니다."", ""각 토르티야를 4등분으로 자릅니다. 각 토르티야의 양쪽에 아보카도유를 분무합니다. 에어프라이어 바구니에 한 층으로 놓습니다. 4~6분간 에어프라이합니다. 뒤집고 바삭해질 때까지 2~3분 더 익힙니다. 빨리 타기 때문에 바구니를 계속 확인하세요. 소금을 뿌리고 핫 딥과 함께 제공합니다.""]",13,7
히친,빵,납작한 빵,히친은 러시아 캅카스 산맥(엘브루스 지역)의 발카르 민족의 전통 요리입니다. 치즈와 감자 속을 가진 이 납작한 빵은 전통적으로 주철 팬에서 익히고 마늘과 딜 소스와 함께 제공됩니다.,"[""2¼ 파운드 감자, 껍질을 벗기지 않은"", ""5⅓ 컵 만능 밀가루"", ""1 컵 버터밀크"", ""1 컵 실온의 물"", ""1 작은술 소금, 필요에 따라 추가"", ""2¼ 파운드 신선한 모차렐라 치즈, 채썬"", ""¼ 파운드 버터, 녹인""]","[""감자를 큰 냄비에 놓고 소금물로 덮으세요; 끓이다. 불을 중불로 줄이고 약불로 끓이기 부드러워질 때까지, 약 20분. 기름기를 빼다."", ""밀가루, 버터밀크, 물, 1 작은술 소금을 그릇에 섞으세요. 거품기로 저어주다 포크로; 반죽이 걸쭉해지면 손으로 치대기 시작하세요. 적어도 10분 동안 치대고, 모든 힘을 들여서 치대면 밀기에 덜 노력이 필요할 것입니다. 덮고 반죽을 휴지시키다 적어도 30분."", ""삶은 감자의 껍질을 벗기다 으깨다 그릇에. 모차렐라 치즈를 넣고 잘 섞으세요. 혼합물이 너무 밋밋하면 소금을 넣으세요. 속을 12개의 공으로 나누고; 접시나 베이킹 시트에 놓고 덮으세요."", ""반죽을 12개의 공으로 나누세요; 이것들은 속 공보다 작을 것입니다. 접시나 베이킹 시트에 놓고 덮으세요."", ""반죽 1조각을 작은 납작한 원형으로 펼치세요. 중앙에 속 공을 놓으세요; 반죽의 가장자리를 들어올려 공을 반죽으로 싸세요. 남은 반죽과 속으로 반복하세요."", ""무거운 밑바닥의 튀김팬을 중불 위에 가열하세요; 기름이나 그리스를 사용하지 마세요. 녹인 버터를 그릇에 놓으세요. 작업 표면에 넉넉한 양의 밀가루를 뿌리세요. 조심스럽고 부드럽게 공을 밀기 시작하세요; 반죽은 처음에 다루기 힘들 것입니다. 굴려서 롤핑 핀으로 너무 세게 누르지 않도록 주의해서 찢어지는 것을 피하세요; 약 1/4인치 두께의 원형으로 밀기."", ""뜨거운 팬에 히친을 놓으세요. 튀기다 황금갈색 자국이 나타날 때까지, 약 2분. 필요하면 칼로 뚫어서 공기를 빼세요. 뒤집고 다른 쪽에서 익히다, 약 2분 더. 버터를 넉넉하게 바르고 접시로 옮기세요. 남은 공들로 반복하고 익힌 히친을 접시에 쌓으세요."", ""전체 히친 스택을 파이처럼 8개의 슬라이스로 자르세요.""]",7,8
기아다의 시트팬 라자냐 방식을 시도했고 절대 돌아가지 않을 것입니다,저녁 식사,시트팬 저녁 식사,"이 시금치와 아티초크 시트팬 라자냐는 기아다의 바이럴 레시피에서 영감을 받았으며, 소시지, 시금치, 아티초크로 가득 차 있습니다. 치즈가 풍부하고 황금색이며 거품이 이는 라자냐의 모든 좋은 맛을 가지고 있지만, 조립은 훨씬 더 간단합니다.","[""라자냐 면 16온스"", ""올리브 오일 1큰술,"", ""마늘 2쪽,"", ""신선한 시금치 8컵,"", ""리코타 치즈 3/4컵"", ""소금과 갓 간 검은 후춧가루 취향에 맞게"", ""강판에 간 파르메산 치즈 1컵"", ""이탈리안 소시지 1파운드"", ""아티초크 하트 1개(14온스) 캔"", ""생크림 1 1/2컵"", ""빨간 고추 플레이크 1/4작은술"", ""채썬 모차렐라 치즈 1 1/2컵"", ""다진 신선한 바질 또는 파슬리""]","[""모든 재료를 준비하세요."", ""큰 냄비에 소금물을 끓이기; 라자냐 면을 넣고 4~5분간 익히기. 기름기를 빼다, 라자냐 냄비 또는 큰 그릇에 올리브 오일 1큰술에 버무리다, 그리고 따로 놓아두세요."", ""큰 스킬렛에 올리브 오일을 한두 줄 붓고; 중불에 놓고 마늘을 사우테하기 향이 날 때까지, 약 30초. 시금치 2컵을 넣고 익히다 살짝 시들 때까지, 약 3분. 팬에서 꺼내고 부엌 가위를 사용하여 시금치를 대충 다지다; 작은 그릇에 넣고 리코타와 파르메산 1/4컵에 저어주다. 소금과 후춧가루로 간하다. 따로 놓아두세요."", ""같은 스킬렛에서 소시지를 중불에서 익히다 갈색으로 익혀지고 완전히 익을 때까지, 부스러기로 부수면서, 약 5분. 아티초크를 넣고 사우테하기 2~3분. 생크림을 붓다 그리고 약한 불로 끓이기로 가져가세요. 소금, 후춧가루, 빨간 고추 플레이크로 간하다. 약불로 끓이기 약간 진해질 때까지, 2~3분, 그런 다음 남은 시금치에 저어주다 그리고 익히다 살짝 시들 때까지."", ""소시지 혼합물을 라자냐 면에 붓다. 파르메산 1/2컵과 모차렐라의 반을 저어주다. 치즈가 녹고 라자냐 면이 완전히 코팅될 때까지 섞으세요."", ""오븐을 화씨 425도(섭씨 220도)로 예열하다. 18x13인치 베이킹 시트 또는 9x13인치 베이킹 접시에 가볍게 기름을 바르다."", ""파스타 혼합물을 준비된 팬에 펼치다. 리코타-시금치 혼합물을 위에 한 스푼씩 떠서 올리다. 모차렐라 치즈와 파르메산을 전체 표면에 뿌리다."", ""예열된 오븐에서 굽다 거품이 나고 황금색이 될 때까지, 15~20분. 선택적으로, 더 황금색 크러스트를 원하면, 오븐의 브로일러를 켜고 브로일하기 맨 위를 1~2분. 약간 식히고, 원하면 신선한 허브로 장식하고, 자르다 정사각형으로 제공하다.",13,8
할라피뇨 베이컨 체다 디바일드 에그,Appetizers And Snacks,Deviled Eggs,"이 할라피뇨 베이컨 체다 디바일드 에그 레시피는 고전 요리의 변형으로, 맛있는 베이컨, 맛있는 체다, 그리고 매운 할라피뇨가 추가된 디바일드 에그입니다.","[""12개의 큰 계란"", ""4조각 베이컨"", ""3개의 할라피뇨 고추"", ""1컵 잘게 채썬 샤프 체다 치즈"", ""⅓컵 마요네즈"", ""¼개 빨간 양파, 다지기"", ""2큰술 매운 갈색 겨자"", ""1꼬집 파프리카, 맛에 맞춰""]","[""계란을 냄비에 놓고 물로 덮으세요. 끓이다, 불에서 제거하고, 계란을 물에 15분 동안 불리세요. 물에서 계란을 제거하고, 찬 흐르는 물에 식히고, 껍질을 벗기세요."", ""베이컨을 큰 프라이팬에 놓고 중불에서 익히고, 가끔 뒤집으면서 고르게 갈색으로 익히세요, 약 10분. 종이 타월 위에 기름기를 빼세요; 식으면 부서뜨리세요."", ""할라피뇨에서 씨와 줄기를 제거하세요; 1개 고추를 다지고 남은 2개 고추를 24개의 아주 얇은 줄로 슬라이스하세요; 따로 놓아두세요."", ""계란을 반으로 세로로 자르세요; 노른자를 그릇에 놓으세요. 포크로 으깨세요; 다진 할라피뇨, 체다 치즈, 마요네즈, 빨간 양파, 겨자를 저어주세요."", ""계란 흰자, 잘린 면이 위로 가도록 서빙 접시에 놓으세요. 노른자 혼합물을 계란 흰자 반으로 떠서 넣으세요; 각 노른자에 고추 줄을 넣으세요; 부서진 베이컨과 파프리카를 뿌리세요.""]",8,5
조이의 그린 바나나 샐러드,과일 샐러드,과일 샐러드,"내가 푸에르토리코에 있을 때 만든 레시피로 그린 바나나, 단 양파, 베이컨을 식초 드레싱으로 만든 요리입니다. 북미 친구들에게 제공했고 그들도 좋아합니다. 똑같은 감자 샐러드 대신 제공하기에 훌륭합니다. 뭔가 새로운 것을 시도해보시겠어요?","[""6개의 작은 익지 않은 (그린) 바나나"", ""2큰술 올리브유, 나누어서"", ""1개의 녹색 피망, 얇은 고리로 슬라이스하다"", ""1컵 작은 새우 - 껍질을 벗기다와 내장 제거"", ""1컵 게살"", ""1개의 단 양파, 다지다"", ""1꼬집 소금과 후추 맛보기"", ""1작은술 흰설탕"", ""¾컵 레드 와인 식초"", ""2슬라이스 바삭한 익힌 베이컨, 부스러진"", ""1개의 완전히 익힌 계란, 껍질을 벗기다와 슬라이스하다 (선택사항)""]","[""큰 냄비의 물을 끓이기. 바나나의 끝을 자르다, 그리고 껍질 아래로 세로로 슈릿을 만들다. 바나나를 끓는 물에서 부드러워질 때까지 익히다 (감자와 유사하게). 기름기를 빼다, 식히다, 그리고 껍질을 제거하다. 작은 조각으로 자르다 그리고 제공 그릇에 놓다. 1큰술의 올리브유를 조각 위에 붓다, 그리고 저어주다 코팅하기."", ""한편, 중불-강불에서 남은 1큰술의 기름을 가열하다 팬에서. 새우와 게를 넣다, 그리고 튀기다 다 익을 때까지, 약 5분. 식히기 위해 옆에 놓다."", ""양파, 녹색 피망 그리고 해산물을 바나나에 그릇에 넣다. 별도의 그릇에서, 거품기로 저어주다 레드 와인 식초, 설탕 그리고 베이컨 조각을 함께. 붓다 이 혼합물을 바나나 위에, 그리고 버무리다 가볍게 코팅하기. 간하다 소금과 후추. 장식하다 완전히 익힌 계란의 슬라이스로 원하면.""]",11,3
레몬 치킨 피카타,Mother'S Day,Mother'S Day,This delicious chicken piccata dish is exquisite and easy to prepare. The light and luscious lemon sauce really pops without being too acidic; it is simply divine. I love to serve this with herb-roasted potatoes or lemon-rice pilaf.,"[""3 large skinless, boneless chicken breast halves - ½인치 메달리온으로 자르다"", ""salt and pepper to taste"", ""½ cup all-purpose 밀가루를 뿌리다"", ""2 tablespoons vegetable oil, or as needed"", ""1 clove garlic, 다지기"", ""1 cup low sodium chicken broth"", ""½ lemon, thinly sliced (Optional)"", ""¼ cup fresh lemon juice"", ""2 tablespoons capers, drained and rinsed"", ""3 tablespoons butter"", ""2 tablespoons minced Italian (flat-leaf) parsley""]","[""예열하다 the oven to 200 degrees F (95 degrees C). 놓다 a serving platter into the oven to warm."", ""간하다 chicken breast pieces with salt and pepper and dredge them in flour. Shake off excess flour. 가열하다 vegetable oil in a skillet; pan-fry the chicken pieces until golden brown on both sides, about 3 minutes per side. Work in batches and do not crowd skillet, adding oil as needed. 놓다 chicken pieces onto the warmed platter in the oven. When finished with all of the chicken, 기름기를 빼다 most of the oil from the skillet, leaving a thin coating on the surface of the pan."", ""익히다 and 저어주다 minced garlic in the skillet until fragrant, about 20 seconds. 붓다 in chicken broth; scrape and 저어주다 any brown bits from the bottom of the skillet. 저어주다 in lemon slices and bring the mixture to a 끓이기. Let cook, 저어주다 occasionally, until the sauce reduces to about 2/3 cup, 5 to 8 minutes. Add lemon juice and capers; 약불로 끓이기 until sauce is reduced and slightly thickened, about 5 minutes more. Drop butter into the skillet and swirl it into sauce by tilting the skillet until butter is melted and incorporated. Add parsley; remove from heat and set aside."", ""Arrange chicken medallions on serving plates and 떠서 넣다 sauce over each portion to 제공하다.""]",11,4
으깬 감자 그라탕,셰프 존,셰프 존의 반찬,이 멋진 으깬 감자 그라탕은 내가 가장 좋아하는 감자 반찬인 으깬 감자와 내가 가장 좋아하는 다른 감자 반찬인 감자 그라탕의 조합이다. 버터향이 풍부하고 부드러운 으깬 감자 위에 바삭하고 치즈향이 나는 감자가 올려진 완전히 새로운 감자 요리이다.,"[""큰 러셋 감자 6개, 껍질을 벗기고 4등분하다"", ""코셔 소금 3큰술"", ""무염 버터 1/2컵, 작은 조각으로 자르다"", ""소금"", ""카옌 페퍼 1개"", ""우유 3/4컵"", ""콩테 치즈 4온스""]","[""오븐을 450도 F(230도 C)로 예열하고 13x9인치 베이킹 접시에 버터를 기름을 바르다."", ""으깬 감자를 위해 4등분하다 러셋 감자를 냄비에 넣고 3큰술의 소금과 2인치 위까지 찬물을 넣는다. 센 불에서 끓이다 약불로 줄이고 날카로운 칼로 찔렀을 때 부드럽지만 흐물흐물하지 않을 때까지 약불로 끓이기(15~20분). 기름기를 빼다."", ""감자를 냄비에 되돌리고 거의 부드러워질 때까지 으깨다. 버터, 소금, 카옌 페퍼를 넣는다. 부드러워질 때까지 으깨다."", ""우유와 4온스 채썬 치즈를 넣고 으깨다 섞어서 고르게 섞인다. 준비된 베이킹 접시에 펼치다 균등하게 펼쳐서 윗면을 부드럽게 한다. 윗면에 소금과 간하다 간을 한다."", ""그라탕 감자층을 위해 각 반쪽 감자를 1/8인치 두께로 슬라이스하다."", ""감자를 약간 각도로 펼쳐서 놓다 으깬 감자 위에 놓다. 남은 반쪽 감자를 반복해서 표면을 덮으면서 가로로 4줄, 감자 반쪽으로 2개 길이로 총 8개 반쪽을 사용한다. 감자와 접시의 크기에 따라 배치를 조정해야 할 수도 있다."", ""슬라이스한 감자에 후하게 소금을 뿌리고 녹인 버터를 후하게 칠한다. 2온스 채썬 치즈를 뿌리고 강판에 간 파르미지아노-레지아노로 마무리한다."", ""예열된 오븐에서 윗면 슬라이스한 감자가 칼로 찔렀을 때 부드러울 때까지 굽다(약 1시간).",7,8
지중해 카세롤,카세롤,해산물 카세롤,"다이어트 중이거나 풍미 있는 이탈리안 요리를 좋아한다면 이것이 완벽한 선택입니다. 이탈리아에서는 보통 전식 후에 제공되지만, 토스트한 샐러드와 함께 메인 요리로도 즐길 수 있습니다.","[""감자 1파운드"", ""엑스트라 버진 올리브유 3큰술"", ""정어리 통조림(각 4.375온스) 4개, 기름기를 빼다"", ""체리 토마토 1/2파운드, 깍둑썰기"", ""마늘 2쪽, 다지다"", ""말린 바질 1큰술"", ""빵 가루 2큰술""]","[""감자를 큰 냄비에 놓고 소금물로 덮으세요. 끓이다; 불을 줄이고 중약불로, 덮고, 약불로 끓이기 약 20분 동안 부드러워질 때까지. 기름기를 빼다. 찬물로 덮고 찬물을 교체하면서 필요에 따라 식혀질 때까지 놓아두세요. 껍질을 벗기다 그리고 감자를 얇게 슬라이스하다."", ""오븐을 350도 F(175도 C)로 예열하다."", ""올리브유로 카세롤 접시에 기름을 바르다. 카세롤 접시에 감자 슬라이스의 고른 층으로 줄을 세우세요; 정어리 필렛 층으로 올리기. 정어리 위에 깍둑썰기한 토마토를 흩어 놓으세요. 토마토 위에 마늘, 바질, 빵 가루를 뿌리다."", ""예열된 오븐에서 약 20분 동안 가열되어질 때까지 굽다.""]",7,4
멜란자네 알라 파르미지아나 (가지 파르메산),가지 파르메산,가지 파르메산,"멜란자네 알라 파르미자나는 시칠리아에서 유래한 고전적인 이탈리아 요리로, 시칠리아 현지인들에게는 단순히 ""파르미자나""라고 불립니다. 이 정통 버전에서 얻을 수 있는 풍부하고 깊은 맛은 추가 노력의 가치가 있습니다. 가지 파르메산을 바삭한 빵과 초록 샐러드와 함께 제공하십시오.","[""엑스트라 버진 올리브유 2컵, 필요에 따라 추가"", ""가지 6개, 다듬어서 1/2인치 두께로 자르기"", ""신선한 바질 1묶음"", ""간하기"", ""토마토 퓌레 (파사타) 1⅓컵"", ""올리브유 2큰술, 나누어 사용"", ""마늘 2쪽"", ""신선한 모차렐라 치즈 18온스, 기름기를 빼고 슬라이스하다"", ""말린 오레가노 ½작은술, 또는 취향에 맞게"", ""간 파르메산 치즈 4온스""]","[""2컵의 기름 (또는 1인치 깊이에 필요한 양)을 깊은 스킬렛에 붓다; 중불에서 가열하다."", ""종이 타월로 가지 슬라이스를 톡톡 두드려 물기를 제거합니다. 바질 잎 4개를 따로 두고; 남은 잎을 다지다."", ""뜨거운 기름에 가지를 여러 번에 나누어 튀기다, 한쪽에 2-3분씩. 슬롯 숟가락을 사용하여 가지를 종이 타월을 깐 접시에 옮기다; 소금으로 간하다."", ""파사타, 올리브유 1큰술, 마늘 2쪽, 바질 잎 4개, 소금 한 꼬집을 냄비에 중불에서 약불로 끓이기, 10분간. 불에서 내리고 마늘 쪽을 버리다."", ""오븐을 375도 F (190도 C)로 예열하다. 베이킹 접시에 가볍게 기름을 바르다."", ""베이킹 접시에 다음과 같은 순서로 재료를 여러 번 레이어하기: 튀긴 가지, 토마토 소스, 모차렐라 치즈, 오레가노, 파르메산 치즈, 바질 잎. 모차렐라의 한 층으로 마무리하고 남은 올리브유 1큰술을 뿌리다."", ""예열된 오븐에서 굽다, 가열되고 치즈가 녹을 때까지, 약 40분간. 슬라이스하기 전에 몇 분간 식히다.""]",10,7
미니 필리 치즈스테이크,에피타이저 및 스낵,카나페 및 크로스티니,미니어처 샌드위치는 보통 나를 끌지 못합니다. 왜냐하면 거의 항상 풀 사이즈 버전만큼 좋지 않기 때문입니다. 하지만 이 미니 필리 치즈스테이크 레시피는 클래식에 대해 내가 좋아하는 모든 것을 담아냅니다.,"[""버터 2테이블스푼, 필요에 따라"", ""다목적 밀가루 2테이블스푼, 필요에 따라"", ""냉우유 1컵"", ""채썬 프로볼론 치즈 2온스, 입맛에 따라 더"", ""그라운드 육두구 한 꼬집"", ""카이엔 페퍼 한 꼬집"", ""맛에 맞게 소금""]","[""오븐을 400도 F(200도 C)로 예열하세요. 베이킹 시트에 알루미늄 포일을 깔아두세요."", ""소스 만들기: 냄비를 중불에서 중강불로 놓고 버터를 녹입니다. 뜨거운 버터에 밀가루를 거품기로 저어주면서 계속 저어주어 혼합물이 옅어지고 밀가루 맛이 익혀지도록 약 1분간 익힙니다. 우유를 밀가루 혼합물에 거품기로 저어주어 혼합물이 뜨거워지고 걸어질 때까지 3~6분 동안 저어줍니다. 프로볼론 치즈, 육두구, 카이엔 페퍼, 소금을 넣고 치즈가 완전히 녹을 때까지 저어주세요. 따로 둡니다."", ""미니 치즈스테이크 만들기: 스테이크를 소금과 검은 후추로 간하세요."", ""냄비에 올리브유 1테이블스푼을 중불에서 중강불로 가열하세요. 스테이크를 뜨거운 기름에서 익히되 가끔 뒤집으면서 고기가 약간 단단하고 안쪽이 분홍색이 될 때까지 5~7분 동안 익힙니다. 고기를 접시로 옮기세요."", ""냄비를 다시 불 위에 놓고 물을 붓고 나무 숟가락으로 냄비 바닥의 갈색 음식 부스러기를 긁어내면서 끓이세요. 냄비의 액체를 스테이크 위에 붓세요. 스테이크를 실온으로 식히세요; 고기를 깍둑썰기하고 고기와 접시에서 모아진 국물을 큰 볼에 놓으세요."", ""냄비에 올리브유 1테이블스푼을 중불에서 중강불로 가열하세요; 뜨거운 기름에서 양파와 피망을 볶아 부드러워지고 약간 반투명해질 때까지 약 5분 동안 익힙니다. 양파와 피망을 볼의 소고기에 저어주세요; 소금과 후추로 간하세요."", ""준비된 베이킹 시트 위에 빵 슬라이스를 펼치고 남은 올리브유 1테이블스푼을 뿌리세요. 슬라이스를 뒤집어 기름칠한 쪽이 아래로 향하게 하세요. 각 슬라이스에 치즈 소스를 넉넉히 펼치세요. 위에 소고기 혼합물을 떠서 넣으세요. 프로볼론 치즈를 뿌리세요."", ""갈색으로 익혀지고 치즈가 녹을 때까지 예열된 오븐에서 굽되, 12~15분 동안 굽습니다.""]",7,8
엄마의 파스타 알 포르노,지티,지티,엄마는 휴일이나 일요일에 이 파스타 알 포르노를 자주 만들곤 했어요. 우리에게는 큰 treat였어요. 파스타에 레이어하기 위해 많은 재료들이 필요해서 일이 많지만 충분히 할 가치가 있어요. 지티에 원하는 것을 선택할 수 있지만 우리는 이렇게 하는 것을 좋아해요. 포만감 있고 맛있어요.,"[""3 tablespoons 식용유"", ""1 medium 양파, 슬라이스하다"", ""3 (15 ounce) 캔 토마토 퓨레"", ""4 ¼ cups 물, 원하는 대로"", ""6 tablespoons 백설탕"", ""6 leaves 신선한 바질""]","[""중불에서 큰 냄비에 기름을 바르세요. 양파를 넣고 투명해질 때까지 볶으세요, 약 5분. 토마토 퓨레와 물을 섞으세요; 10분 동안 익히세요. 설탕과 바질을 저어주세요. 불을 약불로 줄이세요; 약 30분 동안 약불로 끓이며, 때때로 저어주세요."", ""소스가 익혀지는 동안, 매우 큰 냄비에 살짝 소금간한 물을 끓이세요. 지티를 넣고 때때로 저어주며, 부드럽지만 탄탄한 식감이 될 때까지 익히세요, 약 8분. 기름기를 빼고 냄비에 되돌리세요."", ""중불 이상에서 큰 스킬렛을 가열하세요. 뜨거운 스킬렛에서 소고기를 익히고 저어주세요 갈색으로 익혀지고 부슬부슬해질 때까지, 5-7분. 기름기를 빼고 버리세요. 익힌 파스타에 소고기를 넣으세요. 파스타를 가볍게 코팅할 수 있도록 충분한 토마토 소스를 섞으세요."", ""리코타 치즈와 물을 볼에 섞으세요 펼칠 수 있는 일관성이 될 때까지."", ""오븐을 375도 F (190도 C)로 예열하세요."", ""9x13인치 베이킹 디쉬의 바닥에 한 국자의 소스를 펼치세요. 파스타의 1/2, 모든 리코타 치즈, 완두콩, 파르메산 치즈의 1/2을 넣으세요. 파스타의 모든 부분에 슬라이스한 계란을 레이어하세요; 모짜렐라 치즈의 1/2로 덮으세요. 남은 파스타, 파르메산 치즈, 소스, 모짜렐라를 올리세요. 알루미늄 호일로 덮으세요."", ""예열된 오븐에서 황금빛 갈색이 될 때까지, 부글부글할 때까지 굽으세요, 40-50분. 슬라이스가 떨어져 나가지 않도록 자르기 전에 약 10분 동안 식히세요.""]",6,7
몽골식 미트로프,컴포트 푸드,미트로프,"이 몽골식 미트로프 실험이 어떻게 나왔는지에 대해 더 이상 기뻐할 수 없습니다. 미트로프를 만들지 몽골 소고기를 만들지 결정할 수 없었기 때문에 한 번에 두 가지를 모두 시도하기로 결정했습니다. 그 결과는 부드러운 미트로프로, 슬라이스하고 스킬렛에서 바삭하게 익히고 달콤하고 짠맛이 나는 풍미 있는 소스와 함께 제공되며, 미국 중식당의 인기 요리인 몽골 소고기처럼 절대로 몽골식이 아닙니다. 하지만 특히 찐 쌀과 복초이를 곁들여 제공하면 정말 맛있습니다.","[""1 큰술 식용유"", ""1컵 깍둑썰기한 노란 양파"", ""마늘 3클로브, 으깬"", ""생강 2작은술"", ""소고기 2파운드, 다진"", ""1컵 익힌 쌀, 찬 또는 실온"", ""큰 계란 1개, 휘핑한"", ""파 1/2컵"", ""간장 1큰술"", ""소금 1작은술"", ""검은 후춧가루 1/2작은술""]","[""오븐을 350도 F(180도 C)로 예열하다. 식빵 팬에 가볍게 기름을 바르다. "", ""중불에서 1큰술 식용유를 논스틱 스킬렛에 가열하고 소금을 살짝 뿌린 노란 양파를 3~5분 동안 황금색으로 변할 때까지 볶다. 3클로브 으깬 마늘과 생강 2작은술을 저어주고 1분 더 익히다. 불에서 내려 약 15분 동안 실온으로 식히다. "", ""식힌 양파 혼합물을 다진 소고기에 옮기고 쌀, 계란, 파, 간장 1큰술, 소금, 검은 후춧가루를 함께 넣다. 포크, 스패튤러, 또는 손으로 사용하여 고르게 섞일 때까지 혼합하다. 준비된 식빵 팬에 옮기고 단단히 누르고 윗면을 매끄럽게 하다. "", ""예열된 오븐에서 구우면 중심에 삽입한 즉석 온도계가 145~150도 F(63~65도 C)를 읽을 때까지, 약 1시간 동안 굽다. 미트로프는 뜨거울 때 제공하거나, 식혀 감싸 냉장고에 넣어 차갑게 식혀질 때까지, 약 45분 동안 휴지시키다. "", ""소스의 경우, 찬 논스틱 스킬렛에 2작은술 기름, 1큰술 생강, 다진 마늘 4클로브를 함께 섞다. "", ""불을 중불로 켜다. 생강과 마늘이 지글지글 소리나기 시작하면, 약 30초 동안 저어주면서 익히고, 설탕, 간장 1/2컵, 물 1/4컵, 토마토소스, 그리고 빨간 고추 플레이크를 거품기로 저어주다. 약불로 끓이기 시작하면, 불을 약불로 줄이다. "", ""옥수수 전분 1작은술과 물 2작은술을 작은 볼에 함께 거품기로 저어주어 슬러리를 만들다; 소스에 저어주다. 불을 중불로 높이고 약불로 끓이기로 되돌리다. 소스가 약간 걸쭉해질 때까지, 약 2분 동안 가끔 거품기로 저어주면서 익히다. 불을 약불로 줄이고 필요할 때까지 따뜻하게 유지하다 (소스는 미리 만들 수 있고 중약불에서 다시 데울 수 있다). "", ""냉장고에서 찬 미트로프를 꺼내 8조각으로 슬라이스하다. 각 면에 옥수수 전분을 뿌리고, 중불에서 논스틱 스킬렛에 식용유를 조금 사용하여 갈색으로 익히고 완전히 데워질 때까지 다시 데우다. 미트로프가 완전히 데워지기 전에 표면이 갈색으로 변하면, 불을 중불로 줄이고, 완료될 때까지 덮다. "", ""소스를 얹어 제공하다; 검은 깨, 슬라이스한 파, 다진 고수로 장식하다 (선택 사항). ""]",11,9
